county_name,PercentIDU,State,totalIDU,Legal,sspExist,sspBurden
McDonough County,0,IL,5270,Not Legal,At least one SSP in state,1054
McHenry County,0,IL,5270,Not Legal,At least one SSP in state,1054
McLean County,0,IL,5270,Not Legal,At least one SSP in state,1054
Macon County,0,IL,5270,Not Legal,At least one SSP in state,1054
Macoupin County,0,IL,5270,Not Legal,At least one SSP in state,1054
Madison County,0,IL,5270,Not Legal,At least one SSP in state,1054
Marion County,0,IL,5270,Not Legal,At least one SSP in state,1054
Marshall County,0,IL,5270,Not Legal,At least one SSP in state,1054
Mason County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Massac County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Menard County,0,IL,5270,Not Legal,At least one SSP in state,1054
Mercer County,0,IL,5270,Not Legal,At least one SSP in state,1054
Monroe County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Montgomery County,0,IL,5270,Not Legal,At least one SSP in state,1054
Morgan County,0,IL,5270,Not Legal,At least one SSP in state,1054
Moultrie County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Ogle County,0,IL,5270,Not Legal,At least one SSP in state,1054
Peoria County,0,IL,5270,Not Legal,At least one SSP in state,1054
Perry County,0,IL,5270,Not Legal,At least one SSP in state,1054
Piatt County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Pike County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Pope County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Pulaski County,0,IL,5270,Not Legal,At least one SSP in state,1054
Putnam County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Randolph County,0,IL,5270,Not Legal,At least one SSP in state,1054
Richland County,0,IL,5270,Not Legal,At least one SSP in state,1054
Rock Island County,0,IL,5270,Not Legal,At least one SSP in state,1054
St. Clair County,0,IL,5270,Not Legal,At least one SSP in state,1054
Saline County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Sangamon County,0,IL,5270,Not Legal,At least one SSP in state,1054
Schuyler County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Scott County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Shelby County,0,IL,5270,Not Legal,At least one SSP in state,1054
Stark County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Stephenson County,0,IL,5270,Not Legal,At least one SSP in state,1054
Tazewell County,0,IL,5270,Not Legal,At least one SSP in state,1054
Union County,0,IL,5270,Not Legal,At least one SSP in state,1054
Vermilion County,0,IL,5270,Not Legal,At least one SSP in state,1054
Wabash County,0,IL,5270,Not Legal,At least one SSP in state,1054
Warren County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Washington County,NA,IL,5270,Not Legal,At least one SSP in state,1054
Wayne County,0,IL,5270,Not Legal,At least one SSP in state,1054
White County,0,IL,5270,Not Legal,At least one SSP in state,1054
Whiteside County,0,IL,5270,Not Legal,At least one SSP in state,1054
Will County,23.2793522267206,IL,5270,Not Legal,At least one SSP in state,1054
Williamson County,0,IL,5270,Not Legal,At least one SSP in state,1054
Winnebago County,0,IL,5270,Not Legal,At least one SSP in state,1054
Woodford County,0,IL,5270,Not Legal,At least one SSP in state,1054
Autauga County,0,AL,977,Not Legal,No SSPs in state,977
Baldwin County,0,AL,977,Not Legal,No SSPs in state,977
Barbour County,0,AL,977,Not Legal,No SSPs in state,977
Bibb County,0,AL,977,Not Legal,No SSPs in state,977
Blount County,0,AL,977,Not Legal,No SSPs in state,977
Bullock County,0,AL,977,Not Legal,No SSPs in state,977
Butler County,0,AL,977,Not Legal,No SSPs in state,977
Calhoun County,0,AL,977,Not Legal,No SSPs in state,977
Chambers County,0,AL,977,Not Legal,No SSPs in state,977
Cherokee County,0,AL,977,Not Legal,No SSPs in state,977
Chilton County,0,AL,977,Not Legal,No SSPs in state,977
Choctaw County,0,AL,977,Not Legal,No SSPs in state,977
Clarke County,0,AL,977,Not Legal,No SSPs in state,977
Clay County,0,AL,977,Not Legal,No SSPs in state,977
Cleburne County,0,AL,977,Not Legal,No SSPs in state,977
Coffee County,0,AL,977,Not Legal,No SSPs in state,977
Colbert County,0,AL,977,Not Legal,No SSPs in state,977
Conecuh County,0,AL,977,Not Legal,No SSPs in state,977
Coosa County,0,AL,977,Not Legal,No SSPs in state,977
Covington County,0,AL,977,Not Legal,No SSPs in state,977
Crenshaw County,0,AL,977,Not Legal,No SSPs in state,977
Cullman County,0,AL,977,Not Legal,No SSPs in state,977
Dale County,0,AL,977,Not Legal,No SSPs in state,977
Dallas County,0,AL,977,Not Legal,No SSPs in state,977
Dekalb County,0,AL,977,Not Legal,No SSPs in state,977
Elmore County,0,AL,977,Not Legal,No SSPs in state,977
Escambia County,0,AL,977,Not Legal,No SSPs in state,977
Etowah County,0,AL,977,Not Legal,No SSPs in state,977
Fayette County,0,AL,977,Not Legal,No SSPs in state,977
Franklin County,0,AL,977,Not Legal,No SSPs in state,977
Geneva County,0,AL,977,Not Legal,No SSPs in state,977
Greene County,0,AL,977,Not Legal,No SSPs in state,977
Hale County,0,AL,977,Not Legal,No SSPs in state,977
Henry County,0,AL,977,Not Legal,No SSPs in state,977
Houston County,0,AL,977,Not Legal,No SSPs in state,977
Jackson County,0,AL,977,Not Legal,No SSPs in state,977
Jefferson County,28.8796925805498,AL,977,Not Legal,No SSPs in state,977
Lamar County,0,AL,977,Not Legal,No SSPs in state,977
Lauderdale County,0,AL,977,Not Legal,No SSPs in state,977
Lawrence County,0,AL,977,Not Legal,No SSPs in state,977
Lee County,0,AL,977,Not Legal,No SSPs in state,977
Limestone County,0,AL,977,Not Legal,No SSPs in state,977
Lowndes County,0,AL,977,Not Legal,No SSPs in state,977
Macon County,0,AL,977,Not Legal,No SSPs in state,977
Madison County,0,AL,977,Not Legal,No SSPs in state,977
Marengo County,0,AL,977,Not Legal,No SSPs in state,977
Marion County,0,AL,977,Not Legal,No SSPs in state,977
Marshall County,0,AL,977,Not Legal,No SSPs in state,977
Mobile County,0,AL,977,Not Legal,No SSPs in state,977
Monroe County,0,AL,977,Not Legal,No SSPs in state,977
Montgomery County,0,AL,977,Not Legal,No SSPs in state,977
Morgan County,0,AL,977,Not Legal,No SSPs in state,977
Perry County,0,AL,977,Not Legal,No SSPs in state,977
Pickens County,0,AL,977,Not Legal,No SSPs in state,977
Pike County,0,AL,977,Not Legal,No SSPs in state,977
Randolph County,0,AL,977,Not Legal,No SSPs in state,977
Russell County,0,AL,977,Not Legal,No SSPs in state,977
St. Clair County,0,AL,977,Not Legal,No SSPs in state,977
Shelby County,0,AL,977,Not Legal,No SSPs in state,977
Sumter County,0,AL,977,Not Legal,No SSPs in state,977
Talladega County,0,AL,977,Not Legal,No SSPs in state,977
Tallapoosa County,0,AL,977,Not Legal,No SSPs in state,977
Tuscaloosa County,0,AL,977,Not Legal,No SSPs in state,977
Walker County,0,AL,977,Not Legal,No SSPs in state,977
Washington County,0,AL,977,Not Legal,No SSPs in state,977
Wilcox County,0,AL,977,Not Legal,No SSPs in state,977
Winston County,0,AL,977,Not Legal,No SSPs in state,977
Arkansas County,0,AR,896,Not Legal,At least one SSP in state,896
Ashley County,0,AR,896,Not Legal,At least one SSP in state,896
Baxter County,0,AR,896,Not Legal,At least one SSP in state,896
Benton County,19.7628458498024,AR,896,Not Legal,At least one SSP in state,896
Boone County,0,AR,896,Not Legal,At least one SSP in state,896
Bradley County,0,AR,896,Not Legal,At least one SSP in state,896
Calhoun County,0,AR,896,Not Legal,At least one SSP in state,896
Carroll County,0,AR,896,Not Legal,At least one SSP in state,896
Chicot County,15.625,AR,896,Not Legal,At least one SSP in state,896
Clark County,0,AR,896,Not Legal,At least one SSP in state,896
Clay County,0,AR,896,Not Legal,At least one SSP in state,896
Cleburne County,0,AR,896,Not Legal,At least one SSP in state,896
Cleveland County,0,AR,896,Not Legal,At least one SSP in state,896
Columbia County,0,AR,896,Not Legal,At least one SSP in state,896
Conway County,0,AR,896,Not Legal,At least one SSP in state,896
Craighead County,5.73770491803279,AR,896,Not Legal,At least one SSP in state,896
Crawford County,0,AR,896,Not Legal,At least one SSP in state,896
Crittenden County,46.3414634146341,AR,896,Not Legal,At least one SSP in state,896
Cross County,0,AR,896,Not Legal,At least one SSP in state,896
Dallas County,NA,AR,896,Not Legal,At least one SSP in state,896
Desha County,0,AR,896,Not Legal,At least one SSP in state,896
Drew County,0,AR,896,Not Legal,At least one SSP in state,896
Faulkner County,16.7883211678832,AR,896,Not Legal,At least one SSP in state,896
Franklin County,0,AR,896,Not Legal,At least one SSP in state,896
Fulton County,0,AR,896,Not Legal,At least one SSP in state,896
Garland County,19.0217391304348,AR,896,Not Legal,At least one SSP in state,896
Grant County,0,AR,896,Not Legal,At least one SSP in state,896
Greene County,0,AR,896,Not Legal,At least one SSP in state,896
Hempstead County,0,AR,896,Not Legal,At least one SSP in state,896
Hot Spring County,10.2941176470588,AR,896,Not Legal,At least one SSP in state,896
Howard County,0,AR,896,Not Legal,At least one SSP in state,896
Independence County,0,AR,896,Not Legal,At least one SSP in state,896
Izard County,0,AR,896,Not Legal,At least one SSP in state,896
Jackson County,28.8888888888889,AR,896,Not Legal,At least one SSP in state,896
Jefferson County,29.0909090909091,AR,896,Not Legal,At least one SSP in state,896
Johnson County,0,AR,896,Not Legal,At least one SSP in state,896
Lafayette County,0,AR,896,Not Legal,At least one SSP in state,896
Lawrence County,0,AR,896,Not Legal,At least one SSP in state,896
Lee County,0,AR,896,Not Legal,At least one SSP in state,896
Lincoln County,12.5,AR,896,Not Legal,At least one SSP in state,896
Little River County,0,AR,896,Not Legal,At least one SSP in state,896
Logan County,0,AR,896,Not Legal,At least one SSP in state,896
Lonoke County,0,AR,896,Not Legal,At least one SSP in state,896
Madison County,0,AR,896,Not Legal,At least one SSP in state,896
Marion County,0,AR,896,Not Legal,At least one SSP in state,896
Miller County,13.265306122449,AR,896,Not Legal,At least one SSP in state,896
Mississippi County,33.7837837837838,AR,896,Not Legal,At least one SSP in state,896
Monroe County,0,AR,896,Not Legal,At least one SSP in state,896
Montgomery County,0,AR,896,Not Legal,At least one SSP in state,896
Nevada County,0,AR,896,Not Legal,At least one SSP in state,896
Newton County,0,AR,896,Not Legal,At least one SSP in state,896
Ouachita County,0,AR,896,Not Legal,At least one SSP in state,896
Perry County,0,AR,896,Not Legal,At least one SSP in state,896
Phillips County,0,AR,896,Not Legal,At least one SSP in state,896
Pike County,0,AR,896,Not Legal,At least one SSP in state,896
Poinsett County,0,AR,896,Not Legal,At least one SSP in state,896
Polk County,0,AR,896,Not Legal,At least one SSP in state,896
Pope County,0,AR,896,Not Legal,At least one SSP in state,896
Prairie County,0,AR,896,Not Legal,At least one SSP in state,896
Pulaski County,21.9470046082949,AR,896,Not Legal,At least one SSP in state,896
Randolph County,0,AR,896,Not Legal,At least one SSP in state,896
St. Francis County,13.953488372093,AR,896,Not Legal,At least one SSP in state,896
Saline County,8.33333333333333,AR,896,Not Legal,At least one SSP in state,896
Scott County,0,AR,896,Not Legal,At least one SSP in state,896
Searcy County,0,AR,896,Not Legal,At least one SSP in state,896
Sebastian County,19.5238095238095,AR,896,Not Legal,At least one SSP in state,896
Sevier County,0,AR,896,Not Legal,At least one SSP in state,896
Sharp County,0,AR,896,Not Legal,At least one SSP in state,896
Stone County,0,AR,896,Not Legal,At least one SSP in state,896
Union County,44.0677966101695,AR,896,Not Legal,At least one SSP in state,896
Van Buren County,NA,AR,896,Not Legal,At least one SSP in state,896
Washington County,15.4882154882155,AR,896,Not Legal,At least one SSP in state,896
White County,0,AR,896,Not Legal,At least one SSP in state,896
Woodruff County,0,AR,896,Not Legal,At least one SSP in state,896
Yell County,0,AR,896,Not Legal,At least one SSP in state,896
Adair County,0,OK,758,Not Legal,No SSPs in state,758
Alfalfa County,0,OK,758,Not Legal,No SSPs in state,758
Atoka County,0,OK,758,Not Legal,No SSPs in state,758
Beaver County,NA,OK,758,Not Legal,No SSPs in state,758
Beckham County,0,OK,758,Not Legal,No SSPs in state,758
Blaine County,0,OK,758,Not Legal,No SSPs in state,758
Bryan County,0,OK,758,Not Legal,No SSPs in state,758
Caddo County,0,OK,758,Not Legal,No SSPs in state,758
Canadian County,11.5384615384615,OK,758,Not Legal,No SSPs in state,758
Carter County,0,OK,758,Not Legal,No SSPs in state,758
Cherokee County,0,OK,758,Not Legal,No SSPs in state,758
Choctaw County,0,OK,758,Not Legal,No SSPs in state,758
Cimarron County,NA,OK,758,Not Legal,No SSPs in state,758
Cleveland County,17.0068027210884,OK,758,Not Legal,No SSPs in state,758
Coal County,NA,OK,758,Not Legal,No SSPs in state,758
Comanche County,25.4545454545455,OK,758,Not Legal,No SSPs in state,758
Cotton County,NA,OK,758,Not Legal,No SSPs in state,758
Craig County,0,OK,758,Not Legal,No SSPs in state,758
Creek County,0,OK,758,Not Legal,No SSPs in state,758
Custer County,0,OK,758,Not Legal,No SSPs in state,758
Delaware County,0,OK,758,Not Legal,No SSPs in state,758
Dewey County,NA,OK,758,Not Legal,No SSPs in state,758
Ellis County,NA,OK,758,Not Legal,No SSPs in state,758
Garfield County,0,OK,758,Not Legal,No SSPs in state,758
Garvin County,0,OK,758,Not Legal,No SSPs in state,758
Grady County,0,OK,758,Not Legal,No SSPs in state,758
Grant County,NA,OK,758,Not Legal,No SSPs in state,758
Greer County,0,OK,758,Not Legal,No SSPs in state,758
Harmon County,NA,OK,758,Not Legal,No SSPs in state,758
Harper County,NA,OK,758,Not Legal,No SSPs in state,758
